Explained node,Nodes with nonzero weights,Node weights,Edges with nonzero weights,Edge weights
1477,"[16, 112, 137, 149, 156, 197, 227, 232, 243, 244, 252, 261, 324, 487, 579, 580, 879, 992, 1014, 1068, 1088, 1304, 1330, 1362, 1451, 1477, 1533, 1560, 1587, 1611, 1640, 1665, 1672, 1673, 1676, 1809, 1816, 1817, 1830, 2014, 2021, 2236, 2299, 2400, 2408, 2457, 2465, 2830, 2861, 2881, 2961, 3151, 3353, 3356, 3360, 3834, 3868]","[0.2559144198894501, 0.2590961754322052, 0.2628151774406433, 0.2910712659358978, 0.29832738637924194, 0.27542319893836975, 0.2593200206756592, 0.2670905888080597, 0.2686750292778015, 0.33093172311782837, 0.3222983479499817, 0.27612438797950745, 0.27152109146118164, 0.28374555706977844, 0.2888313829898834, 0.26590853929519653, 0.2949800491333008, 0.2677546441555023, 0.2680860459804535, 0.29661113023757935, 0.7022985219955444, 0.25524213910102844, 0.25257694721221924, 0.26699528098106384, 0.2619752287864685, 0.6855252981185913, 0.768183171749115, 0.2790129482746124, 0.23370064795017242, 0.28160417079925537, 0.2592813968658447, 0.2726980149745941, 0.25683069229125977, 0.26774853467941284, 0.27601075172424316, 0.2871478796005249, 0.2721256911754608, 0.2612164616584778, 0.29996824264526367, 0.2925902009010315, 0.30686184763908386, 0.29917189478874207, 0.2612606883049011, 0.608896791934967, 0.738791286945343, 0.23855292797088623, 0.7703395485877991, 0.3032086491584778, 0.26632416248321533, 0.289213091135025, 0.28235360980033875, 0.25491899251937866, 0.5083986520767212, 0.27362489700317383, 0.2701394557952881, 0.2877494692802429, 0.7635462880134583]","[29, 261, 323, 363, 398, 539, 602, 612, 644, 647, 678, 686, 825, 1186, 1352, 1367, 1811, 1987, 2051, 2189, 2214, 2215, 2216, 2534, 2559, 2656, 2948, 3018, 3019, 3020, 3021, 3022, 3023, 3024, 3025, 3167, 3169, 3170, 3235, 3250, 3251, 3289, 3304, 3338, 3362, 3375, 3388, 3399, 3648, 3667, 3679, 3714, 4172, 4187, 4683, 4881, 5132, 5157, 5314, 5326, 5865, 5893, 5907, 6034, 6245, 6501, 6504, 6508, 6905, 6937]","[0.2357790619134903, 0.2362334132194519, 0.23559284210205078, 0.2315329611301422, 0.23279103636741638, 0.23089489340782166, 0.23758259415626526, 0.23765243589878082, 0.238257497549057, 0.25229042768478394, 0.24796068668365479, 0.23671206831932068, 0.23254065215587616, 0.2304665446281433, 0.24164901673793793, 0.23015056550502777, 0.7442118525505066, 0.2433914840221405, 0.23415611684322357, 0.23701587319374084, 0.24027124047279358, 0.7631919980049133, 0.2348650097846985, 0.2405300885438919, 0.7815462350845337, 0.23466357588768005, 0.2584821581840515, 0.23271505534648895, 0.26046982407569885, 0.22798289358615875, 0.23693634569644928, 0.23143810033798218, 0.23040015995502472, 0.23270398378372192, 0.2300967574119568, 0.7822479605674744, 0.751799464225769, 0.23692424595355988, 0.687038242816925, 0.22766394913196564, 0.22361168265342712, 0.22618357837200165, 0.23350054025650024, 0.2327144593000412, 0.23823362588882446, 0.23673632740974426, 0.2329922914505005, 0.23156236112117767, 0.22749578952789307, 0.23007792234420776, 0.23321533203125, 0.22730933129787445, 0.27529022097587585, 0.23157070577144623, 0.23637789487838745, 0.2364419847726822, 0.7710762023925781, 0.746635377407074, 0.7521299719810486, 0.7640923261642456, 0.23378828167915344, 0.24186015129089355, 0.22944650053977966, 0.2399134337902069, 0.2514392137527466, 0.7588160037994385, 0.23223789036273956, 0.23435382544994354, 0.22918927669525146, 0.7594172954559326]"
1478,[1478],[0.47135379910469055],[],[]
1479,"[110, 155, 160, 235, 705, 855, 1163, 1287, 1289, 1328, 1341, 1362, 1372, 1399, 1479, 1883, 2007, 2048, 2067, 2135, 2229, 2246, 2275, 2300, 2313, 2410, 2449, 2455, 2586, 2629, 2683, 2686, 2698, 2706, 2710, 2800, 2924, 2939, 3081, 3140, 3247]","[0.29642027616500854, 0.25076112151145935, 0.25151801109313965, 0.26017847657203674, 0.2748176157474518, 0.29875776171684265, 0.2707832157611847, 0.302977055311203, 0.2822476923465729, 0.3123887777328491, 0.3062779903411865, 0.2867073118686676, 0.27397823333740234, 0.26948443055152893, 0.7620466947555542, 0.23155291378498077, 0.7324771881103516, 0.26206132769584656, 0.250927597284317, 0.26789000630378723, 0.2712802290916443, 0.32207685708999634, 0.7316672205924988, 0.2884989082813263, 0.26794788241386414, 0.31552597880363464, 0.2731676399707794, 0.7515302896499634, 0.27124717831611633, 0.7182489633560181, 0.2540384829044342, 0.28977903723716736, 0.23264914751052856, 0.2503908574581146, 0.27714747190475464, 0.25296077132225037, 0.33066773414611816, 0.2709558308124542, 0.27018454670906067, 0.25827115774154663, 0.2878490388393402]","[255, 389, 391, 392, 427, 624, 1547, 1768, 1777, 2314, 2502, 2506, 2556, 2558, 2587, 2588, 2589, 2644, 2717, 2783, 3026, 3027, 3028, 3029, 3030, 3031, 3032, 3033, 3034, 3842, 4158, 4159, 4258, 4299, 4454, 4650, 4717, 4718, 4803, 4804, 4805, 4807, 4808, 4891, 4954, 4955, 4956, 4957, 5167, 5173, 5174, 5290, 5291, 5306, 5308, 5310, 5504, 5566, 5567, 5568, 5569, 5657, 5666, 5686, 5693, 5701, 5702, 5828, 5959, 5993, 6148, 6238, 6396]","[0.24238252639770508, 0.24057064950466156, 0.771248459815979, 0.23549428582191467, 0.23182412981987, 0.23953063786029816, 0.2349461168050766, 0.23665504157543182, 0.2395385354757309, 0.24030116200447083, 0.7691063284873962, 0.23098628222942352, 0.7583215236663818, 0.23076070845127106, 0.7433165311813354, 0.2311866581439972, 0.22970107197761536, 0.23545266687870026, 0.2348845899105072, 0.7719180583953857, 0.7733950614929199, 0.7798371911048889, 0.7725722193717957, 0.7819807529449463, 0.7723119258880615, 0.7610443830490112, 0.22896991670131683, 0.7843648791313171, 0.22969339787960052, 0.23075264692306519, 0.7409822344779968, 0.7751227021217346, 0.236805722117424, 0.23742744326591492, 0.22743286192417145, 0.23774279654026031, 0.7614774703979492, 0.7799677848815918, 0.7343287467956543, 0.7648983001708984, 0.7782321572303772, 0.7751748561859131, 0.7745878100395203, 0.23346368968486786, 0.7254474759101868, 0.22690613567829132, 0.23070283234119415, 0.23399290442466736, 0.23143796622753143, 0.7423329949378967, 0.23745228350162506, 0.23222821950912476, 0.231699138879776, 0.7423667907714844, 0.7685648798942566, 0.7701807022094727, 0.23403243720531464, 0.7416689991950989, 0.7790024280548096, 0.7793221473693848, 0.23046264052391052, 0.2568850815296173, 0.22964772582054138, 0.23446714878082275, 0.22932219505310059, 0.22896979749202728, 0.2360094040632248, 0.23176786303520203, 0.7831894755363464, 0.23863977193832397, 0.24942351877689362, 0.2358991503715515, 0.25101983547210693]"
1480,"[1474, 1480, 1482, 1975, 2300, 2454, 2649, 2727, 2818]","[0.28306636214256287, 0.7282189726829529, 0.27902188897132874, 0.27158424258232117, 0.24974782764911652, 0.30293008685112, 0.2621452510356903, 0.2889308035373688, 0.7212740182876587]","[2993, 3035, 3036, 3043, 4053, 4905, 5302, 5598, 5718, 5851]","[0.7870422601699829, 0.7636370062828064, 0.788657546043396, 0.7556095123291016, 0.7855520844459534, 0.7959156036376953, 0.7923094034194946, 0.7869541645050049, 0.7821776270866394, 0.7360590696334839]"
1481,[1481],[0.37144261598587036],[],[]
1482,"[77, 193, 229, 235, 642, 705, 715, 778, 1013, 1022, 1369, 1374, 1399, 1401, 1402, 1408, 1474, 1480, 1482, 1509, 1859, 1885, 1975, 1980, 2048, 2118, 2128, 2135, 2167, 2300, 2387, 2410, 2453, 2454, 2488, 2560, 2602, 2631, 2649, 2725, 2727, 2818, 2924, 3020, 3131, 3144, 3181, 3304, 3565, 3606, 3646, 4008]","[0.25699663162231445, 0.24351277947425842, 0.5251064896583557, 0.29776471853256226, 0.26931485533714294, 0.2957519292831421, 0.2774978578090668, 0.2797476053237915, 0.28206509351730347, 0.27874070405960083, 0.2517751157283783, 0.3039602041244507, 0.29129651188850403, 0.2647266983985901, 0.2585522532463074, 0.25057315826416016, 0.7364407181739807, 0.7331462502479553, 0.28347259759902954, 0.28954842686653137, 0.25986436009407043, 0.2748570442199707, 0.31222355365753174, 0.287038654088974, 0.2646932601928711, 0.2958466112613678, 0.296684592962265, 0.313112735748291, 0.2902786135673523, 0.2894419729709625, 0.2651160657405853, 0.26131775975227356, 0.3222833573818207, 0.6928691267967224, 0.2950742244720459, 0.25983425974845886, 0.2603985667228699, 0.2594142258167267, 0.2795354425907135, 0.24803760647773743, 0.733429491519928, 0.7474241852760315, 0.25427788496017456, 0.2976374626159668, 0.27901893854141235, 0.29141557216644287, 0.2831360101699829, 0.306243360042572, 0.2703794836997986, 0.227875754237175, 0.26080742478370667, 0.29336291551589966]","[180, 493, 609, 621, 1456, 1546, 1574, 1672, 2023, 2101, 2713, 2719, 2784, 2798, 2802, 2830, 2993, 3036, 3037, 3038, 3039, 3040, 3041, 3042, 3043, 3120, 3788, 3845, 4053, 4054, 4060, 4248, 4430, 4445, 4452, 4527, 4905, 4906, 5114, 5160, 5295, 5302, 5303, 5353, 5354, 5472, 5535, 5572, 5598, 5599, 5716, 5718, 5851, 5961, 6089, 6216, 6240, 6310, 6456, 6659, 6698, 6728, 7035]","[0.2359897345304489, 0.2307325303554535, 0.7553432583808899, 0.23426811397075653, 0.23622040450572968, 0.2364131212234497, 0.22632969915866852, 0.23490892350673676, 0.23669764399528503, 0.23325060307979584, 0.2335202544927597, 0.23290929198265076, 0.2265210747718811, 0.2305126190185547, 0.22759166359901428, 0.2318747192621231, 0.7387512922286987, 0.747374415397644, 0.2329319417476654, 0.23430337011814117, 0.22541838884353638, 0.23223403096199036, 0.23498643934726715, 0.22860516607761383, 0.23892143368721008, 0.7829184532165527, 0.22637279331684113, 0.23535741865634918, 0.7492163777351379, 0.2276793271303177, 0.2375641018152237, 0.23193714022636414, 0.2363702952861786, 0.22946150600910187, 0.23294387757778168, 0.23409754037857056, 0.7334818840026855, 0.22890248894691467, 0.23238590359687805, 0.2380681186914444, 0.7711410522460938, 0.7340330481529236, 0.7858619093894958, 0.23880767822265625, 0.23070324957370758, 0.22895674407482147, 0.23380093276500702, 0.23561906814575195, 0.7466882467269897, 0.2340908944606781, 0.2328919619321823, 0.7339358329772949, 0.7608639001846313, 0.23010554909706116, 0.227499321103096, 0.23538757860660553, 0.23548564314842224, 0.23004412651062012, 0.23713809251785278, 0.23812536895275116, 0.2380926012992859, 0.22794882953166962, 0.22463048994541168]"
1483,[1483],[0.6841956377029419],[],[]
1484,"[1484, 1552]","[0.270506352186203, 0.2823341488838196]","[3044, 3207]","[0.21810540556907654, 0.7616661787033081]"
1485,"[92, 123, 158, 249, 360, 855, 970, 1013, 1032, 1485, 1714, 1800, 1843, 1959, 2179, 2229, 2300, 2341, 2552, 2574, 2645, 2725, 2754, 2844, 2949, 3122, 3131, 3169, 3222, 3304, 3473]","[0.2815569341182709, 0.2829538583755493, 0.28044000267982483, 0.2808733880519867, 0.26181039214134216, 0.2851265072822571, 0.2866295874118805, 0.2816511392593384, 0.27118536829948425, 0.7633383274078369, 0.7567352652549744, 0.43596696853637695, 0.2782454490661621, 0.25123274326324463, 0.2971673309803009, 0.25113964080810547, 0.2624337375164032, 0.28148141503334045, 0.2676900327205658, 0.2895306646823883, 0.2926607131958008, 0.27924755215644836, 0.25659558176994324, 0.6950429081916809, 0.28539443016052246, 0.2868199646472931, 0.7181237936019897, 0.7340801358222961, 0.2810300588607788, 0.6131702065467834, 0.28843599557876587]","[228, 294, 415, 668, 904, 1771, 1904, 2027, 2029, 2112, 3045, 3046, 3047, 3048, 3049, 3443, 3444, 3608, 3609, 3610, 3611, 3751, 3752, 4007, 4561, 4649, 4898, 5041, 5447, 5489, 5593, 5717, 5765, 5876, 6012, 6199, 6212, 6214, 6215, 6291, 6292, 6293, 6362, 6457, 6562]","[0.23386812210083008, 0.22457554936408997, 0.22145132720470428, 0.22422684729099274, 0.2382793128490448, 0.7613548040390015, 0.22030027210712433, 0.22681516408920288, 0.22848889231681824, 0.7865678071975708, 0.7648910880088806, 0.7872352004051208, 0.7857699394226074, 0.2153152972459793, 0.7762765884399414, 0.756075918674469, 0.7845844030380249, 0.2197987586259842, 0.24070534110069275, 0.23124709725379944, 0.779882550239563, 0.24087238311767578, 0.23425239324569702, 0.22334273159503937, 0.2263370305299759, 0.7787970304489136, 0.22423595190048218, 0.22520841658115387, 0.22173093259334564, 0.7835585474967957, 0.7682923674583435, 0.787029504776001, 0.22625453770160675, 0.7868423461914062, 0.2248656153678894, 0.2264546900987625, 0.2302279770374298, 0.7567813396453857, 0.7807908058166504, 0.7800865769386292, 0.7798382639884949, 0.7622332572937012, 0.7871540784835815, 0.7665176391601562, 0.7752650380134583]"
1486,[1486],[0.28703826665878296],[],[]
1487,"[1487, 2468, 2469]","[0.29470109939575195, 0.3153853714466095, 0.3051067888736725]","[3050, 3051, 5327, 5328, 5329, 5330]","[0.7790477275848389, 0.7782827615737915, 0.7352697849273682, 0.7750041484832764, 0.729308545589447, 0.7764478325843811]"
1488,"[36, 970, 1361, 1488, 1489, 1599, 1911, 1959, 2003, 2025, 2029, 2075, 2076, 2157, 2213, 2274, 2313, 2355, 2435, 2586, 2661, 2732, 2769, 2798, 2935, 3162, 3179, 3209, 3211, 3218, 3219, 3923]","[0.2690110206604004, 0.2841593623161316, 0.2581344246864319, 0.7410812377929688, 0.759590744972229, 0.26888176798820496, 0.2779838740825653, 0.2603951394557953, 0.28151530027389526, 0.30899396538734436, 0.7126477360725403, 0.3026208281517029, 0.25559887290000916, 0.735902726650238, 0.7446526288986206, 0.2817286252975464, 0.2774304151535034, 0.281547874212265, 0.40667015314102173, 0.25684964656829834, 0.272621214389801, 0.29291173815727234, 0.2757578194141388, 0.2823485732078552, 0.28901395201683044, 0.2800705134868622, 0.32085809111595154, 0.29382258653640747, 0.2955656349658966, 0.728733241558075, 0.303204208612442, 0.2770400941371918]","[65, 1919, 2643, 3052, 3053, 3054, 3055, 3056, 3057, 3058, 3059, 3060, 3296, 3883, 4005, 4137, 4207, 4212, 4213, 4314, 4320, 4496, 4497, 4615, 4616, 4796, 4797, 4949, 5070, 5243, 5244, 5507, 5612, 5736, 5791, 5822, 5988, 5989, 6278, 6306, 6346, 6348, 6354, 6356, 6357, 6985]","[0.23085185885429382, 0.2240002304315567, 0.22985611855983734, 0.22694358229637146, 0.2230786383152008, 0.253341943025589, 0.22610852122306824, 0.7802193760871887, 0.7740041017532349, 0.22537623345851898, 0.7707005143165588, 0.7387405037879944, 0.2262469232082367, 0.2258239984512329, 0.22124454379081726, 0.779595673084259, 0.22499267756938934, 0.7313867807388306, 0.7763792276382446, 0.7691121697425842, 0.765533983707428, 0.7285451889038086, 0.7765648365020752, 0.7673130035400391, 0.7486483454704285, 0.7762848138809204, 0.7812721133232117, 0.2283593714237213, 0.2303345650434494, 0.7730038166046143, 0.7680698037147522, 0.7419062852859497, 0.23319841921329498, 0.2210887372493744, 0.22466711699962616, 0.7817190289497375, 0.7515751123428345, 0.22409439086914062, 0.23704151809215546, 0.772022545337677, 0.7719347476959229, 0.23003239929676056, 0.750250518321991, 0.7780958414077759, 0.7742546796798706, 0.7806832790374756]"
1489,"[1488, 1489, 2029, 2157, 2213, 2586, 2935, 3218]","[0.3279757797718048, 0.7183144092559814, 0.25707247853279114, 0.30673471093177795, 0.7415294647216797, 0.2861108183860779, 0.2646065056324005, 0.2603885233402252]","[3056, 3057, 3059, 3060, 4212, 4496, 4615, 4616, 5507, 5988, 6354]","[0.7338908314704895, 0.7778949737548828, 0.7782498002052307, 0.7880396246910095, 0.7843937277793884, 0.7744340300559998, 0.7384815216064453, 0.789341390132904, 0.7925930023193359, 0.2124851942062378, 0.7776744365692139]"
1490,"[390, 433, 467, 740, 816, 1490]","[0.28991690278053284, 0.27515363693237305, 0.29731112718582153, 0.2843073904514313, 0.27129441499710083, 0.7380050420761108]","[982, 1099, 1154, 1607, 1709, 3061]","[0.7750816345214844, 0.20785555243492126, 0.7795090079307556, 0.21775978803634644, 0.7806485891342163, 0.7689155340194702]"
1491,"[49, 55, 1389, 1491, 2115, 2214, 2681, 2837, 3654, 4012]","[0.7378085851669312, 0.3274015486240387, 0.2688772678375244, 0.7161701321601868, 0.2891944348812103, 0.2836247384548187, 0.7040583491325378, 0.6860474348068237, 0.2928999662399292, 0.251853346824646]","[104, 105, 116, 119, 2744, 3062, 3063, 3064, 3065, 4426, 4617, 5653, 5654, 5872, 5873, 6739, 7036]","[0.7689609527587891, 0.7329714298248291, 0.7606150507926941, 0.7272242307662964, 0.7781668901443481, 0.7680903673171997, 0.7791314721107483, 0.7597337961196899, 0.7763984799385071, 0.7875925898551941, 0.7878296375274658, 0.7435333132743835, 0.7746179103851318, 0.7606717944145203, 0.7391144633293152, 0.7818936705589294, 0.7821460366249084]"
1492,"[1492, 1970]","[0.3139578402042389, 0.24942100048065186]","[3066, 4028]","[0.7808452248573303, 0.761917769908905]"
1493,"[12, 20, 42, 64, 99, 114, 123, 141, 146, 158, 161, 164, 214, 249, 550, 621, 974, 998, 1015, 1070, 1137, 1207, 1257, 1362, 1437, 1462, 1493, 1495, 1498, 1535, 1722, 1749, 1772, 1775, 1783, 1803, 1821, 1822, 1829, 1836, 1837, 1877, 1991, 1993, 2115, 2189, 2190, 2248, 2270, 2273, 2305, 2322, 2349, 2353, 2503, 2582, 2623, 2624, 2647, 2663, 2678, 2686, 2784, 2890, 2891, 2896, 3111, 3128, 3131, 3136, 3152, 3367, 3779, 3781, 3802, 3807]","[0.2838089168071747, 0.2637571692466736, 0.24660760164260864, 0.27617815136909485, 0.28229621052742004, 0.2689756155014038, 0.24710768461227417, 0.2705175280570984, 0.2794683277606964, 0.30374979972839355, 0.263835072517395, 0.5718157291412354, 0.295939564704895, 0.2533356547355652, 0.26717495918273926, 0.7411774396896362, 0.23471103608608246, 0.2786325514316559, 0.2573348581790924, 0.2679193615913391, 0.28061971068382263, 0.26261842250823975, 0.3415088653564453, 0.27098220586776733, 0.2854430675506592, 0.30187132954597473, 0.5507492423057556, 0.2790769636631012, 0.28149136900901794, 0.24966344237327576, 0.735899806022644, 0.7003714442253113, 0.27959495782852173, 0.2588270902633667, 0.28729838132858276, 0.2910992503166199, 0.31228575110435486, 0.25721827149391174, 0.2997874319553375, 0.2456449568271637, 0.2908799648284912, 0.2676401734352112, 0.3058681786060333, 0.2695952355861664, 0.25881969928741455, 0.29011139273643494, 0.2751886248588562, 0.26581963896751404, 0.2524777352809906, 0.2902072072029114, 0.28716719150543213, 0.29671528935432434, 0.2610848546028137, 0.27802160382270813, 0.27779293060302734, 0.25386977195739746, 0.2634534537792206, 0.29277658462524414, 0.29548367857933044, 0.2612568438053131, 0.2567305266857147, 0.2671988308429718, 0.2622467577457428, 0.26238998770713806, 0.2884070873260498, 0.2749754786491394, 0.29763728380203247, 0.27453166246414185, 0.2728728950023651, 0.24903906881809235, 0.2977102994918823, 0.2574422061443329, 0.7361374497413635, 0.2750389873981476, 0.7559810876846313, 0.3637385368347168]","[16, 36, 37, 38, 84, 143, 144, 239, 240, 241, 243, 269, 289, 290, 328, 351, 353, 413, 435, 446, 447, 448, 582, 666, 1291, 1434, 1435, 1924, 2003, 2057, 2199, 2290, 2393, 2474, 2475, 2651, 2894, 2971, 3067, 3068, 3069, 3070, 3071, 3072, 3073, 3074, 3075, 3076, 3077, 3078, 3079, 3080, 3081, 3082, 3083, 3084, 3085, 3086, 3087, 3088, 3094, 3095, 3101, 3172, 3174, 3461, 3462, 3464, 3523, 3526, 3550, 3551, 3552, 3556, 3557, 3574, 3625, 3686, 3691, 3712, 3737, 3738, 3739, 3743, 3745, 3823, 4094, 4097, 4098, 4425, 4584, 4588, 4722, 4784, 4789, 4936, 4985, 5050, 5057, 5380, 5499, 5556, 5558, 5596, 5617, 5642, 5662, 5805, 5923, 5925, 5933, 6187, 6209, 6217, 6230, 6254, 6511, 6856, 6859, 6875, 6879, 6907]","[0.24494031071662903, 0.23949435353279114, 0.7713374495506287, 0.2423076629638672, 0.24844078719615936, 0.24503882229328156, 0.688060462474823, 0.2534008324146271, 0.2404620200395584, 0.2436695247888565, 0.2477102279663086, 0.24566103518009186, 0.2456463873386383, 0.24512629210948944, 0.2437492161989212, 0.24219268560409546, 0.244589164853096, 0.24597443640232086, 0.6066206693649292, 0.7487707734107971, 0.2404416799545288, 0.24697163701057434, 0.2477046102285385, 0.24745790660381317, 0.23984470963478088, 0.7340108156204224, 0.7773197293281555, 0.2402750700712204, 0.24452844262123108, 0.24444778263568878, 0.24025389552116394, 0.26477953791618347, 0.2431584894657135, 0.23804400861263275, 0.7456633448600769, 0.2508350610733032, 0.24533967673778534, 0.23615901172161102, 0.251709520816803, 0.24571111798286438, 0.2467225193977356, 0.2384825348854065, 0.2474973499774933, 0.24887804687023163, 0.24859018623828888, 0.2473643273115158, 0.2426779568195343, 0.2487255036830902, 0.24225039780139923, 0.24302329123020172, 0.24867679178714752, 0.24552568793296814, 0.240897998213768, 0.2423137128353119, 0.23934948444366455, 0.2438298761844635, 0.24912035465240479, 0.24341826140880585, 0.23972579836845398, 0.24367371201515198, 0.23664095997810364, 0.23521926999092102, 0.2398538440465927, 0.2356046587228775, 0.24040639400482178, 0.7623568177223206, 0.7618808150291443, 0.7681347131729126, 0.7647545337677002, 0.7178618907928467, 0.24614442884922028, 0.24362197518348694, 0.24180349707603455, 0.2477858066558838, 0.25033503770828247, 0.2417607307434082, 0.23394234478473663, 0.2426711916923523, 0.244581401348114, 0.24877236783504486, 0.24255694448947906, 0.26405981183052063, 0.24035988748073578, 0.2519570291042328, 0.2565302848815918, 0.25143054127693176, 0.25059476494789124, 0.24826781451702118, 0.24427150189876556, 0.24733862280845642, 0.2448240965604782, 0.2376108020544052, 0.24267028272151947, 0.24531076848506927, 0.24340586364269257, 0.24070705473423004, 0.24334019422531128, 0.2320607453584671, 0.24647919833660126, 0.23312874138355255, 0.25083985924720764, 0.2518327236175537, 0.24550001323223114, 0.23927144706249237, 0.25581094622612, 0.24679595232009888, 0.2423781454563141, 0.2460421770811081, 0.23886685073375702, 0.24168509244918823, 0.23538009822368622, 0.24167850613594055, 0.23558661341667175, 0.24482592940330505, 0.24803133308887482, 0.2449670284986496, 0.24873901903629303, 0.7466077208518982, 0.2747276723384857, 0.7473485469818115, 0.7602149248123169, 0.24565652012825012]"
1494,"[1171, 1372, 1494, 1974, 1984, 1985, 2275, 2816]","[0.292123407125473, 0.26533088088035583, 0.75165194272995, 0.5921784043312073, 0.5433437824249268, 0.4949803352355957, 0.2709003686904907, 0.33158764243125916]","[2324, 2718, 3089, 3090, 3091, 3092, 3093, 4049, 4050, 4051, 4079, 4080, 4081, 4082, 4083, 4084, 4802, 5849]","[0.7784017324447632, 0.26434510946273804, 0.7840349674224854, 0.7851849794387817, 0.7722246050834656, 0.7826138734817505, 0.7546951770782471, 0.7532745599746704, 0.7771686315536499, 0.7798858880996704, 0.7501971125602722, 0.7773203253746033, 0.7738106846809387, 0.7477566003799438, 0.7785897850990295, 0.7748895883560181, 0.7885997295379639, 0.7537148594856262]"
