Explained node,Nodes with nonzero weights,Node weights,Edges with nonzero weights,Edge weights
2091,"[276, 277, 366, 579, 1603, 1699, 2091, 3991]","[0.31737229228019714, 0.33940330147743225, 0.2751085162162781, 0.28233399987220764, 0.24871399998664856, 0.29804739356040955, 0.41099464893341064, 0.3016078770160675]","[716, 717, 718, 722, 917, 1359, 3301, 3420, 4346, 4347, 7023]","[0.7743349075317383, 0.7371187210083008, 0.7680481672286987, 0.7488976120948792, 0.21659767627716064, 0.21467949450016022, 0.21840167045593262, 0.7956594824790955, 0.7912081480026245, 0.21282193064689636, 0.2162676602602005]"
2092,"[40, 214, 756, 792, 970, 1054, 1274, 1392, 1396, 1404, 1414, 1700, 1729, 1923, 2003, 2063, 2081, 2092, 2093, 2101, 2163, 2164, 2177, 2179, 2188, 2228, 2235, 2238, 2249, 2255, 2256, 2257, 2258, 2259, 2264, 2316, 2456, 2521, 2560, 2819, 2934, 2995, 3040, 3197, 3543]","[0.2998689115047455, 0.2589665353298187, 0.27582794427871704, 0.26990199089050293, 0.2851562798023224, 0.28009527921676636, 0.27685973048210144, 0.26849958300590515, 0.25065135955810547, 0.27780792117118835, 0.2804107964038849, 0.7205266356468201, 0.26193767786026, 0.2615249454975128, 0.2961839735507965, 0.6869960427284241, 0.5493958592414856, 0.7354527711868286, 0.7263981699943542, 0.25022339820861816, 0.2396194487810135, 0.26810088753700256, 0.2822816073894501, 0.27266696095466614, 0.2948037087917328, 0.3854213356971741, 0.2523846924304962, 0.24915114045143127, 0.2801034152507782, 0.28592681884765625, 0.29658374190330505, 0.2871648669242859, 0.2580448091030121, 0.3851460814476013, 0.27946212887763977, 0.2786078155040741, 0.7187260985374451, 0.2725026309490204, 0.3020768165588379, 0.3034473955631256, 0.28810936212539673, 0.36981257796287537, 0.7188211679458618, 0.2684258818626404, 0.23029032349586487]","[69, 581, 1623, 1681, 1682, 1911, 2163, 2487, 2750, 2767, 2814, 2839, 3421, 3422, 3423, 3479, 3919, 3920, 4134, 4279, 4333, 4348, 4349, 4350, 4351, 4352, 4353, 4354, 4355, 4356, 4359, 4360, 4389, 4390, 4510, 4520, 4548, 4563, 4582, 4648, 4677, 4689, 4690, 4727, 4742, 4750, 4752, 4758, 4762, 4774, 4968, 5311, 5312, 5313, 5414, 5470, 5854, 5984, 6070, 6105, 6326, 6636]","[0.23841486871242523, 0.23168180882930756, 0.23130697011947632, 0.23587575554847717, 0.23287980258464813, 0.23156681656837463, 0.22561845183372498, 0.23204179108142853, 0.23074424266815186, 0.23300860822200775, 0.23345182836055756, 0.2307475060224533, 0.7620489597320557, 0.7578384876251221, 0.7595923542976379, 0.7792063355445862, 0.23013675212860107, 0.23401717841625214, 0.23583973944187164, 0.7503880262374878, 0.2987256646156311, 0.745671808719635, 0.7283780574798584, 0.23136703670024872, 0.2295355498790741, 0.22985441982746124, 0.23037055134773254, 0.22597534954547882, 0.7723507285118103, 0.7580875158309937, 0.7747927308082581, 0.7793223857879639, 0.23425035178661346, 0.25971633195877075, 0.228596493601799, 0.23458488285541534, 0.2355354130268097, 0.23402303457260132, 0.7691695690155029, 0.7474987506866455, 0.2295234352350235, 0.23693977296352386, 0.252542108297348, 0.2320319414138794, 0.23711931705474854, 0.22808538377285004, 0.23113875091075897, 0.2365380972623825, 0.7580512762069702, 0.23628541827201843, 0.2303115427494049, 0.7516682744026184, 0.7591943144798279, 0.7454755306243896, 0.23238112032413483, 0.23166726529598236, 0.23246413469314575, 0.2361089438199997, 0.7560787796974182, 0.7507844567298889, 0.23765558004379272, 0.22839172184467316]"
2093,"[1700, 1729, 2063, 2081, 2092, 2093, 2101, 2238, 2259, 2456, 3040, 3093]","[0.7619962692260742, 0.3053273558616638, 0.32342129945755005, 0.2913213074207306, 0.2902486026287079, 0.7452353239059448, 0.2575663626194, 0.2535087466239929, 0.27280816435813904, 0.7333253622055054, 0.7076422572135925, 0.2689492702484131]","[3421, 3422, 3423, 3479, 4279, 4333, 4348, 4353, 4354, 4356, 4357, 4358, 4359, 4360, 4390, 4690, 4762, 5311, 5312, 5313, 6105, 6167]","[0.7619382739067078, 0.7611792683601379, 0.7579227089881897, 0.21815350651741028, 0.744820237159729, 0.768546998500824, 0.7483778595924377, 0.7880000472068787, 0.21437276899814606, 0.750180184841156, 0.7368971109390259, 0.7652592658996582, 0.7903510332107544, 0.7901576161384583, 0.2209012359380722, 0.21884287893772125, 0.23888589441776276, 0.7607367634773254, 0.761805534362793, 0.7611702680587769, 0.7373260855674744, 0.7624524235725403]"
2094,[2094],[0.3506806492805481],[],[]
2095,"[705, 1374, 1377, 1475, 1694, 1796, 1946, 1947, 2046, 2047, 2048, 2073, 2095, 2096, 2179, 2300, 2410, 2449, 2926]","[0.28439822793006897, 0.2631649076938629, 0.2793580889701843, 0.270119845867157, 0.28541234135627747, 0.2636169493198395, 0.27459946274757385, 0.298465758562088, 0.2862205505371094, 0.3622379004955292, 0.37211883068084717, 0.7263662815093994, 0.758783221244812, 0.7156167030334473, 0.3010820150375366, 0.29106733202934265, 0.28427067399024963, 0.2832323908805847, 0.736464262008667]","[1556, 2720, 2726, 3006, 3415, 3416, 3600, 3981, 3984, 4241, 4242, 4246, 4254, 4255, 4312, 4361, 4362, 4363, 4364, 4365, 4366, 4556, 4895, 5169, 5288, 5966, 5967]","[0.22085648775100708, 0.7913748025894165, 0.2186257243156433, 0.2231799066066742, 0.22216340899467468, 0.7299922108650208, 0.7825219631195068, 0.7606819272041321, 0.7679156064987183, 0.7428663372993469, 0.7430979013442993, 0.7636306285858154, 0.7286513447761536, 0.7772247195243835, 0.725313663482666, 0.7686777710914612, 0.7514144778251648, 0.7683699131011963, 0.7792206406593323, 0.7758021950721741, 0.7218722701072693, 0.22353345155715942, 0.2222360223531723, 0.22234293818473816, 0.22119957208633423, 0.7535416483879089, 0.7298734784126282]"
2096,"[1694, 2048, 2073, 2095, 2096, 2926]","[0.2745431661605835, 0.3259924650192261, 0.3704339265823364, 0.2613348066806793, 0.3806383013725281, 0.3004281520843506]","[3416, 4254, 4312, 4362, 4366, 5967]","[0.21350882947444916, 0.7707197070121765, 0.7563320994377136, 0.73108971118927, 0.7687789797782898, 0.7669235467910767]"
2097,"[1013, 1475, 1476, 1776, 1777, 1786, 1833, 1946, 1947, 2048, 2064, 2067, 2068, 2097, 2280, 2933, 3503]","[0.2609533965587616, 0.3012220561504364, 0.29170164465904236, 0.2958168387413025, 0.3238980770111084, 0.2933374047279358, 0.274412602186203, 0.27926966547966003, 0.30092379450798035, 0.2577708959579468, 0.2863135039806366, 0.2553409934043884, 0.2895756661891937, 0.2918471693992615, 0.280126690864563, 0.24758301675319672, 0.2941405475139618]","[2025, 2998, 3000, 3001, 3007, 3008, 3010, 3011, 3013, 3015, 3017, 3558, 3559, 3560, 3561, 3562, 3564, 3565, 3566, 3567, 3589, 3590, 3591, 3592, 3725, 3728, 3979, 3982, 4251, 4280, 4284, 4292, 4300, 4367, 4368, 4369, 4370, 4371, 4814, 5977, 5978, 5979, 5980, 6595]","[0.23046988248825073, 0.22573424875736237, 0.2245475947856903, 0.22434860467910767, 0.7726256251335144, 0.7867026329040527, 0.7685961127281189, 0.7492777109146118, 0.7745495438575745, 0.2459450215101242, 0.22390885651111603, 0.7695667147636414, 0.24676281213760376, 0.7737650275230408, 0.782309889793396, 0.2278740257024765, 0.7523732781410217, 0.25321248173713684, 0.7685843110084534, 0.22458526492118835, 0.777431845664978, 0.22044534981250763, 0.22026439011096954, 0.2631911635398865, 0.22135137021541595, 0.2307409644126892, 0.23209741711616516, 0.22590723633766174, 0.22595353424549103, 0.22900748252868652, 0.23343200981616974, 0.2278578281402588, 0.7734605073928833, 0.22323007881641388, 0.21974658966064453, 0.21897536516189575, 0.7400180697441101, 0.22516202926635742, 0.7780466079711914, 0.7766599655151367, 0.22588182985782623, 0.2259327918291092, 0.7805996537208557, 0.22439220547676086]"
2098,"[71, 373, 573, 2098]","[0.2813052833080292, 0.31580808758735657, 0.2931773066520691, 0.7222825288772583]","[157, 930, 1348, 4372]","[0.757918655872345, 0.21674193441867828, 0.2153770476579666, 0.7636411786079407]"
2099,"[167, 193, 217, 432, 527, 547, 882, 884, 982, 984, 1363, 1400, 1541, 1745, 1858, 2003, 2004, 2018, 2099, 2201, 2226, 2285, 2286, 2288, 2395, 2434, 2435, 2554, 2558, 2668, 2776, 2850, 2924, 3122, 3318, 3616]","[0.2918805480003357, 0.23992793262004852, 0.24812106788158417, 0.7749209403991699, 0.24672158062458038, 0.27087166905403137, 0.23589563369750977, 0.3052539527416229, 0.2750444710254669, 0.2755556106567383, 0.2787612974643707, 0.2726646661758423, 0.6810817718505859, 0.2704167664051056, 0.26295971870422363, 0.23768076300621033, 0.27390679717063904, 0.2934991717338562, 0.7654381990432739, 0.27846723794937134, 0.7721911072731018, 0.6869113445281982, 0.25908714532852173, 0.6941843032836914, 0.265765517950058, 0.2612825930118561, 0.2625187635421753, 0.2927895784378052, 0.257951021194458, 0.2923237979412079, 0.7770896553993225, 0.7462403178215027, 0.2911786735057831, 0.27967873215675354, 0.28688445687294006, 0.7178757190704346]","[457, 458, 501, 589, 1087, 1088, 1089, 1241, 1274, 1275, 1276, 1817, 1819, 1971, 1976, 2692, 2791, 3192, 3193, 3517, 3785, 4141, 4151, 4177, 4178, 4373, 4374, 4375, 4376, 4377, 4378, 4379, 4380, 4381, 4600, 4639, 4640, 4641, 4816, 4819, 4820, 4821, 4822, 4825, 4826, 4839, 4840, 4841, 4842, 4843, 5129, 5233, 5234, 5239, 5240, 5453, 5464, 5626, 5800, 5884, 5885, 5887, 5963, 6197, 6475, 6702, 6704, 6705]","[0.2542264759540558, 0.2364080846309662, 0.2339354306459427, 0.23103965818881989, 0.7628233432769775, 0.7690790295600891, 0.7707621455192566, 0.7662920355796814, 0.2359352707862854, 0.2340102344751358, 0.23863263428211212, 0.24242143332958221, 0.7627310752868652, 0.2397467941045761, 0.23365439474582672, 0.23311100900173187, 0.2331850379705429, 0.7649410963058472, 0.782880961894989, 0.7321927547454834, 0.23979531228542328, 0.2343774437904358, 0.23186808824539185, 0.772279679775238, 0.22636131942272186, 0.7759215831756592, 0.23459750413894653, 0.7780319452285767, 0.7735118865966797, 0.7333425879478455, 0.23408159613609314, 0.22444874048233032, 0.7758017182350159, 0.7617078423500061, 0.22750131785869598, 0.7618932723999023, 0.7631438970565796, 0.7628816962242126, 0.7797673940658569, 0.36005669832229614, 0.7842009663581848, 0.25887423753738403, 0.23454539477825165, 0.2683582007884979, 0.23656174540519714, 0.7739777565002441, 0.7702330350875854, 0.7775988578796387, 0.7724239826202393, 0.23223836719989777, 0.722977876663208, 0.23254358768463135, 0.2331179827451706, 0.24506418406963348, 0.24126610159873962, 0.7715964913368225, 0.23741008341312408, 0.2357630878686905, 0.7535017728805542, 0.7650179862976074, 0.7816610336303711, 0.7724868655204773, 0.24007165431976318, 0.2363317608833313, 0.23057828843593597, 0.7864692211151123, 0.7843840718269348, 0.7601349949836731]"
2100,"[193, 2100, 2742, 3164, 3236]","[0.2836854159832001, 0.6972751617431641, 0.3528057634830475, 0.25870445370674133, 0.3043706715106964]","[516, 4382, 5753, 6286, 6383]","[0.7918557524681091, 0.7722098231315613, 0.735988974571228, 0.788983166217804, 0.7822479605674744]"
2101,"[28, 40, 48, 110, 160, 193, 214, 217, 220, 225, 385, 547, 578, 756, 757, 768, 792, 839, 970, 1013, 1015, 1209, 1274, 1276, 1286, 1292, 1297, 1302, 1331, 1359, 1360, 1367, 1376, 1377, 1392, 1396, 1404, 1412, 1413, 1428, 1432, 1449, 1450, 1456, 1498, 1523, 1620, 1645, 1655, 1700, 1714, 1728, 1729, 1801, 1813, 1814, 1832, 1849, 1858, 1864, 1917, 1922, 1923, 1926, 1932, 1961, 1971, 1997, 2003, 2004, 2025, 2029, 2063, 2081, 2092, 2093, 2101, 2122, 2163, 2164, 2177, 2180, 2235, 2238, 2243, 2244, 2247, 2249, 2254, 2255, 2256, 2257, 2258, 2264, 2274, 2280, 2286, 2300, 2316, 2326, 2388, 2401, 2407, 2421, 2435, 2456, 2521, 2526, 2560, 2574, 2578, 2586, 2680, 2758, 2769, 2819, 2822, 2845, 2847, 2931, 2934, 2939, 2956, 3020, 3084, 3118, 3127, 3150, 3159, 3163, 3197, 3224, 3234, 3239, 3297, 3543, 3644, 3652, 3653, 3911, 3923, 3967, 3978, 4056]","[0.2604402005672455, 0.6822421550750732, 0.7509499192237854, 0.25720423460006714, 0.27010273933410645, 0.26948562264442444, 0.27668359875679016, 0.29420340061187744, 0.7433586120605469, 0.3141230046749115, 0.26520201563835144, 0.27809303998947144, 0.2427462637424469, 0.713333785533905, 0.721541166305542, 0.2692521810531616, 0.41527557373046875, 0.27994242310523987, 0.6595312356948853, 0.2852604389190674, 0.30031827092170715, 0.2582336664199829, 0.25545352697372437, 0.24277189373970032, 0.6993538737297058, 0.2620490491390228, 0.26215800642967224, 0.3193643093109131, 0.32411715388298035, 0.25717028975486755, 0.2928354740142822, 0.2768132984638214, 0.3167788088321686, 0.2525213360786438, 0.6185324788093567, 0.24704433977603912, 0.27495700120925903, 0.2597815990447998, 0.3008376657962799, 0.24274131655693054, 0.26307880878448486, 0.7230730056762695, 0.26100847125053406, 0.2450312077999115, 0.2675015330314636, 0.2579919397830963, 0.28445956110954285, 0.26596662402153015, 0.6481362581253052, 0.23567377030849457, 0.25834518671035767, 0.2522490918636322, 0.2658926248550415, 0.29595789313316345, 0.3078814744949341, 0.3028413653373718, 0.26426050066947937, 0.7504679560661316, 0.28305014967918396, 0.2399832308292389, 0.2908270061016083, 0.7387140989303589, 0.7437919974327087, 0.3902765214443207, 0.7294899821281433, 0.2638151943683624, 0.2668451964855194, 0.2631229758262634, 0.2602195739746094, 0.27359968423843384, 0.26435068249702454, 0.2630368769168854, 0.28317174315452576, 0.30606934428215027, 0.29720231890678406, 0.2694404423236847, 0.7199143767356873, 0.26328179240226746, 0.3012809455394745, 0.7176226377487183, 0.2749778926372528, 0.25609928369522095, 0.2764945328235626, 0.35082682967185974, 0.26140809059143066, 0.5104763507843018, 0.7035349011421204, 0.7270317673683167, 0.24887758493423462, 0.7078867554664612, 0.6840861439704895, 0.7183576226234436, 0.7111909985542297, 0.6877475380897522, 0.29985490441322327, 0.31519615650177, 0.29937419295310974, 0.2838505208492279, 0.28000468015670776, 0.2482786923646927, 0.25243255496025085, 0.3061326742172241, 0.27724945545196533, 0.2725268006324768, 0.2930399179458618, 0.2862270176410675, 0.5029233694076538, 0.3753006160259247, 0.32118645310401917, 0.26182395219802856, 0.28040575981140137, 0.3133046627044678, 0.757420003414154, 0.2469213604927063, 0.2585633099079132, 0.7253013253211975, 0.2635887861251831, 0.2556034028530121, 0.29988741874694824, 0.27902552485466003, 0.6707799434661865, 0.26123547554016113, 0.2711794078350067, 0.24826687574386597, 0.2764907777309418, 0.280150443315506, 0.2661645710468292, 0.7719735503196716, 0.7314884066581726, 0.30079424381256104, 0.7368853092193604, 0.23786963522434235, 0.7407854795455933, 0.2679052948951721, 0.6609518527984619, 0.2822955846786499, 0.7466477155685425, 0.2790091633796692, 0.2851558327674866, 0.23497191071510315, 0.2922208607196808, 0.27597951889038086, 0.2719229757785797, 0.3005897104740143]","[47, 68, 69, 71, 102, 257, 429, 494, 506, 509, 523, 578, 581, 587, 595, 599, 969, 1273, 1351, 1620, 1621, 1622, 1623, 1624, 1625, 1627, 1629, 1630, 1651, 1679, 1680, 1681, 1682, 1693, 1746, 1906, 1907, 1909, 1911, 1912, 1917, 1918, 2022, 2085, 2093, 2397, 2487, 2488, 2490, 2491, 2499, 2514, 2515, 2531, 2564, 2626, 2637, 2705, 2723, 2731, 2749, 2750, 2751, 2752, 2766, 2767, 2768, 2769, 2806, 2808, 2814, 2815, 2836, 2838, 2866, 2867, 2868, 2879, 2931, 2933, 2934, 2936, 2939, 2942, 2959, 3102, 3137, 3144, 3146, 3315, 3340, 3346, 3422, 3441, 3470, 3471, 3479, 3621, 3622, 3650, 3654, 3719, 3772, 3782, 3804, 3890, 3914, 3918, 3919, 3920, 3943, 3954, 3958, 4012, 4031, 4035, 4104, 4123, 4126, 4128, 4134, 4142, 4143, 4205, 4218, 4279, 4333, 4350, 4351, 4356, 4383, 4384, 4385, 4386, 4387, 4388, 4389, 4390, 4391, 4392, 4393, 4394, 4395, 4396, 4397, 4398, 4399, 4400, 4401, 4402, 4403, 4404, 4405, 4406, 4407, 4408, 4409, 4410, 4435, 4508, 4510, 4511, 4516, 4520, 4521, 4522, 4545, 4547, 4548, 4549, 4551, 4573, 4670, 4673, 4677, 4687, 4688, 4689, 4690, 4708, 4713, 4719, 4725, 4727, 4732, 4733, 4734, 4740, 4742, 4745, 4749, 4750, 4752, 4753, 4755, 4756, 4757, 4758, 4774, 4795, 4815, 4833, 4919, 4966, 4967, 4968, 4969, 5005, 5115, 5138, 5154, 5208, 5246, 5312, 5410, 5413, 5414, 5422, 5470, 5488, 5496, 5508, 5651, 5771, 5773, 5790, 5854, 5855, 5856, 5857, 5858, 5880, 5881, 5973, 5982, 5984, 5996, 6026, 6090, 6155, 6190, 6192, 6208, 6243, 6244, 6273, 6282, 6326, 6327, 6364, 6377, 6393, 6447, 6636, 6726, 6736, 6738, 6977, 6987, 7001, 7010, 7055]","[0.24412879347801208, 0.2581179141998291, 0.7084596157073975, 0.7478888034820557, 0.7468420267105103, 0.2556253671646118, 0.26707708835601807, 0.2545446753501892, 0.2532672882080078, 0.2636536955833435, 0.26539504528045654, 0.2609962224960327, 0.7089105248451233, 0.2619439959526062, 0.7357093691825867, 0.2571026086807251, 0.2599503993988037, 0.26236453652381897, 0.25440818071365356, 0.2570607662200928, 0.7401537895202637, 0.26470762491226196, 0.7210627794265747, 0.308182954788208, 0.25589799880981445, 0.2593999207019806, 0.7501925230026245, 0.2614816427230835, 0.2539256811141968, 0.2567106783390045, 0.24983221292495728, 0.7078064680099487, 0.24241869151592255, 0.2612208425998688, 0.2653543949127197, 0.27985113859176636, 0.2596350312232971, 0.2554716467857361, 0.6949410438537598, 0.26321330666542053, 0.2631343901157379, 0.25943464040756226, 0.26318687200546265, 0.25641047954559326, 0.26001742482185364, 0.25982168316841125, 0.7189003229141235, 0.2634357511997223, 0.25224897265434265, 0.25254881381988525, 0.7431967854499817, 0.26352429389953613, 0.2567474842071533, 0.26531359553337097, 0.25196829438209534, 0.2554563283920288, 0.25770923495292664, 0.25434112548828125, 0.2590353786945343, 0.2570365071296692, 0.25653690099716187, 0.7048525810241699, 0.25806018710136414, 0.2583008110523224, 0.25524666905403137, 0.6800497770309448, 0.2580753266811371, 0.2602117955684662, 0.2535784840583801, 0.2589598596096039, 0.6767160892486572, 0.256039023399353, 0.2514943778514862, 0.246893972158432, 0.2417277693748474, 0.25819799304008484, 0.2575717568397522, 0.25639933347702026, 0.7522932887077332, 0.25875455141067505, 0.26154130697250366, 0.26479777693748474, 0.24645307660102844, 0.25732579827308655, 0.2519133687019348, 0.2552894949913025, 0.25500208139419556, 0.25932577252388, 0.2544238865375519, 0.254911333322525, 0.2603948414325714, 0.7405264973640442, 0.25496765971183777, 0.2569928765296936, 0.24684537947177887, 0.2540605366230011, 0.25999143719673157, 0.2493458241224289, 0.251717209815979, 0.25965774059295654, 0.2556705176830292, 0.26147058606147766, 0.7444851398468018, 0.2612413465976715, 0.2616323232650757, 0.26376307010650635, 0.746369481086731, 0.25857722759246826, 0.7146472334861755, 0.7450964450836182, 0.7065508961677551, 0.7543361783027649, 0.26166582107543945, 0.256928026676178, 0.2573806345462799, 0.2616294026374817, 0.25158143043518066, 0.25334200263023376, 0.25213849544525146, 0.25732946395874023, 0.6765314936637878, 0.24942070245742798, 0.25467267632484436, 0.24983137845993042, 0.26451197266578674, 0.25783926248550415, 0.25591227412223816, 0.7011617422103882, 0.2562762200832367, 0.24196195602416992, 0.7544686794281006, 0.2596561312675476, 0.26506221294403076, 0.25661325454711914, 0.2575489282608032, 0.2639799416065216, 0.257085382938385, 0.25842800736427307, 0.7473977208137512, 0.2596331834793091, 0.2626054883003235, 0.25596776604652405, 0.2585468888282776, 0.7519906759262085, 0.26315179467201233, 0.26243358850479126, 0.25426170229911804, 0.2586875557899475, 0.2582227289676666, 0.26056134700775146, 0.2634155750274658, 0.2621673047542572, 0.2662200927734375, 0.25382310152053833, 0.2642434239387512, 0.25313878059387207, 0.25941064953804016, 0.25929829478263855, 0.2550260126590729, 0.24439135193824768, 0.6953988075256348, 0.2532908320426941, 0.26359426975250244, 0.7113043069839478, 0.2573607563972473, 0.25662413239479065, 0.25647953152656555, 0.25714629888534546, 0.7335861921310425, 0.25854387879371643, 0.2515352964401245, 0.2622436285018921, 0.2526904046535492, 0.2520864009857178, 0.26583510637283325, 0.25784504413604736, 0.2500845789909363, 0.7171555161476135, 0.2605881690979004, 0.25188517570495605, 0.7289811968803406, 0.7537471055984497, 0.7506375908851624, 0.7122453451156616, 0.2585941255092621, 0.2565195560455322, 0.2636212706565857, 0.249455988407135, 0.7194454073905945, 0.7432846426963806, 0.7539340257644653, 0.25521254539489746, 0.7112399339675903, 0.73952716588974, 0.3208490014076233, 0.26794713735580444, 0.25929272174835205, 0.7155933976173401, 0.7204166054725647, 0.24911479651927948, 0.26361456513404846, 0.263147234916687, 0.26172035932540894, 0.2540121376514435, 0.2578810155391693, 0.6843875646591187, 0.2585639953613281, 0.24958738684654236, 0.25117531418800354, 0.30328911542892456, 0.24265380203723907, 0.24829153716564178, 0.2635444700717926, 0.2577754259109497, 0.25250372290611267, 0.252332866191864, 0.7099489569664001, 0.702532947063446, 0.6976413130760193, 0.2577347159385681, 0.2551693022251129, 0.2609352767467499, 0.7383472323417664, 0.25747424364089966, 0.25368937849998474, 0.2527735233306885, 0.7100483775138855, 0.7469858527183533, 0.2555427551269531, 0.758583664894104, 0.24760590493679047, 0.2684672176837921, 0.2507757246494293, 0.25932803750038147, 0.26021862030029297, 0.7168753743171692, 0.2552890479564667, 0.31875354051589966, 0.24631187319755554, 0.25592589378356934, 0.25778794288635254, 0.2659751772880554, 0.25668054819107056, 0.25732749700546265, 0.7464107275009155, 0.7498401403427124, 0.2565000057220459, 0.7183518409729004, 0.753719687461853, 0.25223687291145325, 0.7355417013168335, 0.25359103083610535, 0.7542408108711243, 0.719624400138855, 0.7491933703422546, 0.2534887194633484, 0.25866103172302246, 0.25845515727996826, 0.25639674067497253, 0.2552635371685028, 0.2557953894138336, 0.24939410388469696]"
